date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-extra_finance_leverage_farming_protocol,forecasted_TVL_opchain-extra_finance_leverage_farming_protocol
2025-01-24 00:00:00,0.44119535999512255,0.09950067250996307,0.1933437214258403,8.135051025625595e-10,0.0,42079130.70248376,137857139.19086632,117490107.5027489
2025-01-25 00:00:00,0.3133057522006933,0.12248655143796987,0.14658922458186047,1.0975384705160212e-09,0.0,51648754.346376255,142563941.5980324,117959490.82959914
2025-01-26 00:00:00,0.19775071613540687,0.1687499327359924,0.09859869431428588,-3.0191815500340406e-06,0.0,83676596.76982608,148463427.84622252,119261110.58960216
2025-01-26 02:59:23,0.27405704400642683,0.11697166265061382,0.09803285767310155,-7.152201279232552e-06,0.0,76892898.9966626,,
2025-01-26 03:37:35,0.22767234634487354,0.15195256009878308,0.08983931230785046,-1.175851668123802e-05,0.0,88504853.49182838,151833492.52489787,
2025-01-27 00:00:00,0.2905465294213471,0.07188537090816267,0.14774106824820954,1.3214274842014824e-09,0.0,128360570.77406442,,
2025-01-28 00:00:00,0.21263521164142057,0.0665870015219419,0.0997897456466016,8.831655709326578e-10,0.0,70858961.34842107,,
2025-01-29 00:00:00,0.23122658426653894,0.10808447815772389,0.0612812863206741,9.131902278035613e-10,0.0,68079816.90213984,,
2025-01-30 00:00:00,0.18933823475694303,0.18862630483926338,0.23783336606989922,-4.24089389799812e-06,0.0,70873818.20403934,,
2025-01-31 00:00:00,0.25306396672313003,0.18453471078785877,0.3063572592951013,-5.946974249427008e-06,0.0,60470233.02372051,,
2025-02-01 00:00:00,0.2726728180133685,0.1991182331456555,0.41078093293775564,-1.4044803188976443e-05,0.0,54520103.1998289,,
2025-02-02 00:00:00,0.30525095442075223,0.10819658063928175,0.24316172779075945,8.860220761031076e-06,0.0,63504043.17930844,,
2025-02-03 00:00:00,0.2985828360098641,0.18644854257863228,0.3160962831095166,5.522099551158661e-06,0.0,82747521.10479048,,
2025-02-04 00:00:00,0.2873511854655727,0.0772253785587417,0.23233278917475447,1.0372932827996472e-05,0.0,62919066.7547239,,
2025-02-05 00:00:00,0.44443065599445963,0.08973609212775283,0.11624019392441448,1.7155626892157177e-06,0.0,51438351.0480375,,
2025-02-06 00:00:00,0.42048839575649394,0.11587924844025935,0.14027156078523778,3.6637676493212595e-06,0.0,50672844.801084,,
2025-02-07 00:00:00,0.23559137694831203,0.11953881713818841,0.12076102906738355,1.3771132495253688e-06,0.0,78269105.71841447,,
2025-02-08 00:00:00,0.20923560021369036,0.07687232324324088,0.22865915148356653,1.3207268639602614e-06,0.0,45248462.24495943,,
2025-02-09 00:00:00,0.3512898256816718,0.14745528787423615,0.22014177213462605,1.139172191903525e-06,0.0,57480176.881456524,,
2025-02-10 00:00:00,0.17886424978725365,0.08879787108301235,0.2165467753362199,1.008479409206676e-06,0.0,61150408.61015096,,
2025-02-11 00:00:00,0.4094236687645789,0.09193209130189033,0.24916099755798368,1.271948163883643e-07,0.0,68050144.1190346,,
